File,ZCR,RMS,Centroid,Bandwidth,Rolloff,AmpEnv_Mean,AmpEnv_Std,Spec_Mean,Spec_Std,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Label
jazz.00073.wav,0.12970003746133024,0.13313222,2967.826756749952,2921.8330539368476,6414.7878412304235,0.3670732,0.15619536,-51.59261,10.51672,-84.05484,63.09341,5.613019,24.932241,6.1947927,-2.9102547,-0.36938912,-1.0819333,-4.2484245,-2.3233378,1.5739508,1.9415085,1.5482018,0
jazz.00012.wav,0.06368954828886311,0.037519317,1650.9582872211786,2040.7208687666034,3658.879241589327,0.102781996,0.058113318,-61.05221,14.017039,-253.17776,122.693375,-5.665437,40.575787,-5.8344774,18.414371,-16.655176,14.596437,-15.156902,8.209847,-13.885359,8.284788,-7.303147,0
jazz.00088.wav,0.069027032579273,0.091520354,2428.058768410789,3007.019818392754,5925.969141984484,0.23214504,0.11428536,-56.761723,10.887913,-192.53928,80.9684,25.694563,18.537584,14.170472,1.2607204,4.0871086,-1.4164065,2.6693683,5.248078,3.7233064,0.29042122,7.335002,0
jazz.00024.wav,0.09322282240912606,0.05883789,2034.4917204627848,2084.4823311170585,4342.462682170823,0.18355349,0.10628958,-58.288845,14.7340145,-202.62045,105.849625,-20.564375,43.892128,-14.27648,25.298754,-15.593871,15.321755,-13.293831,12.2762575,-8.766582,10.16218,-1.8646472,0
jazz.00085.wav,0.14755912243812838,0.07137948,2860.6831509039876,2566.170784403403,5605.1610535092805,0.2123255,0.09023832,-49.85872,11.546663,-131.90504,61.607956,-12.67634,35.07376,-2.1412582,-0.95746475,-4.8419356,-4.1117215,-3.2795613,2.5008752,6.4012136,3.4144213,-2.8996136,0
jazz.00013.wav,0.06107594076276102,0.05546204,1790.2436399601108,2313.009871801148,4398.1775553763055,0.14419945,0.05475883,-58.999138,13.424335,-217.6363,112.63075,12.674138,39.518566,-9.819438,17.370192,-12.366685,20.703709,-18.293848,16.350721,-10.01516,9.042705,-6.878432,0
jazz.00095.wav,0.06336251691802011,0.06815121,1854.6319159218997,2215.6086477855492,4282.218009081352,0.16907328,0.07037818,-62.588676,12.969064,-219.79694,100.832466,-1.4313542,41.2765,-0.943615,23.37852,-11.5095,20.015314,-15.975561,13.942784,-7.988526,5.734379,-6.879345,0
jazz.00079.wav,0.1078452031370843,0.06982318,2634.043115077565,2728.2919813424173,5561.861495794664,0.19655173,0.08360111,-50.857292,11.119381,-163.56102,65.98095,5.354575,41.90309,7.0279517,5.4982114,8.927302,2.682466,-0.17861615,5.162721,10.484863,3.3343596,3.836848,0
jazz.00084.wav,0.11831247281032482,0.05166333,2875.155262931994,2802.961209947392,6139.435961517546,0.14342663,0.065726064,-48.720417,10.897439,-178.03915,61.93402,1.4865072,36.045277,7.582727,5.1545825,-0.90878844,2.9489563,1.4483309,2.140209,5.176123,2.027973,0.5181928,0
jazz.00065.wav,0.07649135368329467,0.08223485,1337.7771038204241,1518.833998927628,2754.5096908533933,0.22062363,0.11652069,-65.45667,15.463906,-235.76547,144.76729,-22.57307,62.554108,-9.30633,2.031492,-0.3348492,1.998136,5.5365386,0.30647504,9.452853,2.9002879,2.563639,0
jazz.00042.wav,0.061185832366589324,0.09949224,1344.6201262512332,1548.9896603738453,2773.0951933185906,0.25292614,0.15446095,-65.21751,15.091688,-206.79463,141.81705,-13.789803,49.32459,-24.800512,11.800834,-12.790984,-16.55076,-8.390814,-1.2141522,-7.660741,-1.3785262,-9.3491535,0
jazz.00025.wav,0.06359853840390564,0.069333844,1697.9171784792436,2065.918166230217,3806.189333037268,0.15933497,0.101077415,-63.9204,12.996453,-237.67996,108.312355,2.04028,41.773415,-10.450012,16.938732,-8.598847,12.791259,-9.114674,15.943176,-6.5168304,7.1786127,-8.255826,0
jazz.00027.wav,0.06268088686678268,0.04059417,1769.4282675269487,2113.3603976094173,3966.4393307714618,0.10892592,0.059383698,-58.345623,14.265701,-262.10797,108.99054,-6.340923,55.173943,-10.668641,18.520815,-4.25078,18.553394,-19.70442,17.577572,-10.98687,11.923827,-3.4338589,0
jazz.00064.wav,0.055842305926140756,0.2119892,1574.959956587146,2069.6779972005947,3339.64492550029,0.51417273,0.11243811,-53.294937,13.775066,-69.57057,125.992775,-5.1503735,30.77484,8.313545,5.0850725,-3.913447,5.374507,-10.77791,9.031307,-8.259539,4.7895656,-5.1246743,0
jazz.00049.wav,0.06476844970514307,0.1843305,2049.705424466469,2467.129879372664,4562.441089037123,0.3930701,0.17456877,-60.312653,11.869347,-165.51665,87.27495,24.825937,28.404268,-2.765304,-1.3249929,-14.071616,-4.758404,-19.20224,-0.60245854,-11.948311,-8.32714,-8.228104,0
jazz.00015.wav,0.07355637930201082,0.062371545,1782.220467473971,2061.769257168727,3811.801621864124,0.18111347,0.091487885,-58.369072,14.310455,-200.0005,117.24072,-12.38803,39.11275,-6.3558517,16.529463,-17.309965,13.630981,-17.660389,14.04195,-10.207223,12.181233,-6.7178407,0
jazz.00055.wav,0.03777854311678268,0.091461584,871.7965368873743,1205.6555880351484,1632.701418847883,0.2168248,0.09411663,-67.71139,15.233584,-260.38052,180.59885,-15.351955,48.54308,-0.077721074,5.433353,6.595534,-9.157926,-10.286931,-2.9881864,-5.8197937,-2.9285157,-3.6202679,0
jazz.00039.wav,0.07648568916763342,0.0822344,1311.1445630270346,1446.2128274237502,2723.742024361949,0.22066663,0.11661408,-65.62661,15.571683,-237.32549,146.8242,-24.415499,64.26624,-10.8137045,3.2741911,-1.3289616,2.707299,5.1439767,0.40130147,9.623003,2.5155435,3.119005,0
jazz.00077.wav,0.1308816554282676,0.1457161,2777.8434123208845,2691.227405583129,5813.698384933295,0.41376758,0.1668566,-48.487885,11.50397,-77.04768,64.53718,-2.8516343,28.523897,4.68933,-2.8045924,-5.941858,1.9067211,-5.199494,-2.319647,-2.9380128,-6.1523376,-0.7627095,0
jazz.00082.wav,0.2066977988447409,0.047818083,3905.0663421586682,3328.8714437290246,8036.631063297564,0.15166405,0.07721291,-47.67132,10.764052,-158.35344,49.6283,21.610636,16.520689,11.424401,6.255049,5.6390004,-0.18564104,-0.2379512,-1.9907087,2.027147,2.6864684,-1.4627907,0
jazz.00068.wav,0.06120433645108275,0.09949384,1382.8810942210137,1643.4574817138032,2833.0734075913574,0.25282758,0.15422422,-64.89327,14.894722,-204.40417,138.56189,-10.771317,46.531643,-22.296581,9.674001,-11.094681,-17.79282,-7.5867662,-1.6089343,-7.6591063,-1.0280541,-9.978247,0
jazz.00083.wav,0.14964517473897912,0.07430314,3393.080458875416,3147.319911313142,7233.19944306482,0.21601756,0.0793871,-45.244244,9.76219,-125.98232,56.631195,23.469534,23.709396,-0.29916167,7.154332,0.18178771,-0.8391557,-4.1526923,-1.8885247,2.5274885,0.5238576,0.9215272,0
jazz.00028.wav,0.07490491166376644,0.048747774,1854.1337840481792,2096.2569960443584,4031.4136478574537,0.15634964,0.09395307,-62.0509,13.464349,-233.78688,108.448845,-10.692218,38.697773,-10.757062,14.163576,-16.255836,10.371212,-20.810995,10.070447,-12.022905,7.7604136,-12.027533,0
jazz.00034.wav,0.07934929065158546,0.12999395,1759.6144140848987,1779.727009111931,3574.320201475493,0.36862332,0.14115673,-57.97004,16.486311,-146.37517,118.19464,-34.673393,58.782375,-14.961517,34.299007,-6.591182,13.8928995,-14.637521,9.193353,-11.336161,1.0952282,-5.4995704,0
jazz.00035.wav,0.037725674303944315,0.091462374,844.1729949398231,1104.4627955493106,1608.811720562645,0.21682476,0.09415905,-67.82014,15.292657,-261.9065,182.52736,-16.897041,49.855297,-1.2192537,6.3459206,5.9968686,-8.87631,-10.314593,-3.2035499,-5.370093,-3.5455356,-2.8951979,0
